ingredient_id,canonical_inn,name,locale,name_type,source_id,confidence,atc_code,notes
ing-indapamide,Індапамід,Indapamide,en,english,public_generic_inn,verified,C03BA11,v0.9 curated generic batch
ing-indapamide,Індапамід,Indapamidum,la,latin,public_generic_inn,verified,C03BA11,v0.9 curated generic batch
ing-indapamide,Індапамід,indapamid,uk-Latn,transliteration,project_generated_transliteration,high,C03BA11,v0.9 deterministic transliteration
ing-indapamide,Індапамід,Індапамід,uk,ukrainian,public_generic_inn,verified,C03BA11,v0.9 curated generic batch
ing-candesartan,Кандесартан,Candesartan,en,english,public_generic_inn,verified,C09CA06,v0.9 curated generic batch
ing-candesartan,Кандесартан,Candesartanum,la,latin,public_generic_inn,verified,C09CA06,v0.9 curated generic batch
ing-candesartan,Кандесартан,kandesartan,uk-Latn,transliteration,project_generated_transliteration,high,C09CA06,v0.9 deterministic transliteration
ing-candesartan,Кандесартан,Кандесартан,uk,ukrainian,public_generic_inn,verified,C09CA06,v0.9 curated generic batch
ing-carvedilol,Карведилол,Carvedilol,en,english,public_generic_inn,verified,C07AG02,v0.9 curated generic batch
ing-carvedilol,Карведилол,Carvedilolum,la,latin,public_generic_inn,verified,C07AG02,v0.9 curated generic batch
ing-carvedilol,Карведилол,karvedylol,uk-Latn,transliteration,project_generated_transliteration,high,C07AG02,v0.9 deterministic transliteration
ing-carvedilol,Карведилол,Карведилол,uk,ukrainian,public_generic_inn,verified,C07AG02,v0.9 curated generic batch
ing-lisinopril,Лізиноприл,Lisinopril,en,english,public_generic_inn,verified,C09AA03,v0.9 curated generic batch
ing-lisinopril,Лізиноприл,Lisinoprilum,la,latin,public_generic_inn,verified,C09AA03,v0.9 curated generic batch
ing-lisinopril,Лізиноприл,lizynopryl,uk-Latn,transliteration,project_generated_transliteration,high,C09AA03,v0.9 deterministic transliteration
ing-lisinopril,Лізиноприл,Лізиноприл,uk,ukrainian,public_generic_inn,verified,C09AA03,v0.9 curated generic batch
ing-losartan,Лозартан,Losartan,en,english,public_generic_inn,verified,C09CA01,v0.9 curated generic batch
ing-losartan,Лозартан,Losartanum,la,latin,public_generic_inn,verified,C09CA01,v0.9 curated generic batch
ing-losartan,Лозартан,lozartan,uk-Latn,transliteration,project_generated_transliteration,high,C09CA01,v0.9 deterministic transliteration
ing-losartan,Лозартан,Лозартан,uk,ukrainian,public_generic_inn,verified,C09CA01,v0.9 curated generic batch
ing-metoprolol,Метопролол,Metoprolol,en,english,public_generic_inn,verified,C07AB02,v0.9 curated generic batch
ing-metoprolol,Метопролол,Metoprololum,la,latin,public_generic_inn,verified,C07AB02,v0.9 curated generic batch
ing-metoprolol,Метопролол,Метопролол,uk,ukrainian,public_generic_inn,verified,C07AB02,v0.9 curated generic batch
ing-nebivolol,Небіволол,Nebivolol,en,english,public_generic_inn,verified,C07AB12,v0.9 curated generic batch
ing-nebivolol,Небіволол,Nebivololum,la,latin,public_generic_inn,verified,C07AB12,v0.9 curated generic batch
ing-nebivolol,Небіволол,Небіволол,uk,ukrainian,public_generic_inn,verified,C07AB12,v0.9 curated generic batch
ing-nitroglycerin,Нітрогліцерин,Nitroglycerin,en,english,public_generic_inn,verified,C01DA02,v0.9 curated generic batch
ing-nitroglycerin,Нітрогліцерин,Nitroglycerinum,la,latin,public_generic_inn,verified,C01DA02,v0.9 curated generic batch
ing-nitroglycerin,Нітрогліцерин,nitrohlitseryn,uk-Latn,transliteration,project_generated_transliteration,high,C01DA02,v0.9 deterministic transliteration
ing-nitroglycerin,Нітрогліцерин,Нітрогліцерин,uk,ukrainian,public_generic_inn,verified,C01DA02,v0.9 curated generic batch
ing-nifedipine,Ніфедипін,Nifedipine,en,english,public_generic_inn,verified,C08CA05,v0.9 curated generic batch
ing-nifedipine,Ніфедипін,Nifedipinum,la,latin,public_generic_inn,verified,C08CA05,v0.9 curated generic batch
ing-nifedipine,Ніфедипін,nifedypin,uk-Latn,transliteration,project_generated_transliteration,high,C08CA05,v0.9 deterministic transliteration
ing-nifedipine,Ніфедипін,Ніфедипін,uk,ukrainian,public_generic_inn,verified,C08CA05,v0.9 curated generic batch
ing-perindopril,Періндоприл,Perindopril,en,english,public_generic_inn,verified,C09AA04,v0.9 curated generic batch
ing-perindopril,Періндоприл,Perindoprilum,la,latin,public_generic_inn,verified,C09AA04,v0.9 curated generic batch
ing-perindopril,Періндоприл,perindopryl,uk-Latn,transliteration,project_generated_transliteration,high,C09AA04,v0.9 deterministic transliteration
ing-perindopril,Періндоприл,Періндоприл,uk,ukrainian,public_generic_inn,verified,C09AA04,v0.9 curated generic batch
ing-ramipril,Раміприл,Ramipril,en,english,public_generic_inn,verified,C09AA05,v0.9 curated generic batch
ing-ramipril,Раміприл,Ramiprilum,la,latin,public_generic_inn,verified,C09AA05,v0.9 curated generic batch
ing-ramipril,Раміприл,ramipryl,uk-Latn,transliteration,project_generated_transliteration,high,C09AA05,v0.9 deterministic transliteration
ing-ramipril,Раміприл,Раміприл,uk,ukrainian,public_generic_inn,verified,C09AA05,v0.9 curated generic batch
ing-rosuvastatin,Розувастатин,Rosuvastatin,en,english,public_generic_inn,verified,C10AA07,v0.9 curated generic batch
ing-rosuvastatin,Розувастатин,Rosuvastatinum,la,latin,public_generic_inn,verified,C10AA07,v0.9 curated generic batch
ing-rosuvastatin,Розувастатин,rozuvastatyn,uk-Latn,transliteration,project_generated_transliteration,high,C10AA07,v0.9 deterministic transliteration
ing-rosuvastatin,Розувастатин,Розувастатин,uk,ukrainian,public_generic_inn,verified,C10AA07,v0.9 curated generic batch
ing-simvastatin,Симвастатин,Simvastatin,en,english,public_generic_inn,verified,C10AA01,v0.9 curated generic batch
ing-simvastatin,Симвастатин,Simvastatinum,la,latin,public_generic_inn,verified,C10AA01,v0.9 curated generic batch
ing-simvastatin,Симвастатин,symvastatyn,uk-Latn,transliteration,project_generated_transliteration,high,C10AA01,v0.9 deterministic transliteration
ing-simvastatin,Симвастатин,Симвастатин,uk,ukrainian,public_generic_inn,verified,C10AA01,v0.9 curated generic batch
ing-spironolactone,Спіронолактон,Spironolactone,en,english,public_generic_inn,verified,C03DA01,v0.9 curated generic batch
ing-spironolactone,Спіронолактон,Spironolactonum,la,latin,public_generic_inn,verified,C03DA01,v0.9 curated generic batch
ing-spironolactone,Спіронолактон,spironolakton,uk-Latn,transliteration,project_generated_transliteration,high,C03DA01,v0.9 deterministic transliteration
ing-spironolactone,Спіронолактон,Спіронолактон,uk,ukrainian,public_generic_inn,verified,C03DA01,v0.9 curated generic batch
ing-torasemide,Торасемід,Torasemide,en,english,public_generic_inn,verified,C03CA04,v0.9 curated generic batch
ing-torasemide,Торасемід,Torasemidum,la,latin,public_generic_inn,verified,C03CA04,v0.9 curated generic batch
ing-torasemide,Торасемід,torasemid,uk-Latn,transliteration,project_generated_transliteration,high,C03CA04,v0.9 deterministic transliteration
ing-torasemide,Торасемід,Торасемід,uk,ukrainian,public_generic_inn,verified,C03CA04,v0.9 curated generic batch
ing-furosemide,Фуросемід,Furosemide,en,english,public_generic_inn,verified,C03CA01,v0.9 curated generic batch
ing-furosemide,Фуросемід,Furosemidum,la,latin,public_generic_inn,verified,C03CA01,v0.9 curated generic batch
ing-furosemide,Фуросемід,furosemid,uk-Latn,transliteration,project_generated_transliteration,high,C03CA01,v0.9 deterministic transliteration
ing-furosemide,Фуросемід,Фуросемід,uk,ukrainian,public_generic_inn,verified,C03CA01,v0.9 curated generic batch
